Longitude,Latitude,Espèce,DHP,Hauteur,Volume
-68.01351107,51.05353486,C,18,14,0.158468377
-68.01351064,51.05380677,C,16,14,0.125209582
-68.0135093,51.05278296,C,24,15,0.298023021
-68.01350927,51.05324846,F,16,18,0.153129516
-68.01350895,51.050573,C,16,17,0.146408096
-68.01350872,51.0522484,C,22,17,0.276802807
-68.01350845,51.05281501,C,16,14,0.125209582
-68.01350789,51.05027966,C,24,17,0.329418216
-68.01350784,51.05132305,C,20,17,0.22876265
-68.0135075,51.05134542,C,22,17,0.276802807
-68.01350746,51.05155822,C,18,14,0.158468377
-68.01350367,51.05256362,C,18,15,0.167637949
-68.01350232,51.05152947,C,22,16,0.263777373
-68.0135021,51.05003846,C,16,15,0.132454676
-68.01350167,51.05267551,C,20,14,0.195639972
-68.01350153,51.05360382,C,22,18,0.289510491
-68.01350126,51.05280698,C,16,18,0.153129516
-68.01350115,51.04996141,C,16,16,0.13951861
-68.01350114,51.05416476,C,20,17,0.22876265
-68.0135009,51.05054073,C,26,17,0.386608879
-68.01350072,51.05186539,C,16,18,0.153129516
-68.0135007,51.05169562,C,20,17,0.22876265
-68.01350049,51.05117251,C,24,16,0.313916874
-68.01349892,51.05098398,C,20,17,0.22876265
-68.01349884,51.05121188,C,14,18,0.117239786
-68.01349863,51.05233944,C,22,17,0.276802807
-68.01349809,51.05418145,F,22,17,0.276802807
-68.01349741,51.05259408,C,16,14,0.125209582
-68.01349734,51.05281738,C,18,15,0.167637949
-68.01349728,51.05315942,C,18,18,0.193804544
-68.01349727,51.05320535,F,26,15,0.349763129
-68.01349718,51.05107248,C,18,18,0.193804544
-68.01349693,51.05030595,C,18,16,0.176578241
-68.01349691,51.05261956,F,26,18,0.404357629
-68.01349677,51.05094983,F,22,17,0.276802807
-68.01349658,51.05286462,F,14,17,0.112093699
-68.01349643,51.05219517,C,24,15,0.298023021
-68.01349632,51.05097982,C,18,17,0.185297747
-68.01349591,51.05378226,C,22,16,0.263777373
-68.01349553,51.05175778,C,16,18,0.153129516
-68.01349544,51.05409625,C,24,15,0.298023021
-68.01349529,51.05300999,C,26,14,0.330631552
-68.01349499,51.0509872,C,22,17,0.276802807
-68.01349399,51.05253548,C,24,18,0.344541411
-68.01349316,51.05153374,F,26,18,0.404357629
-68.0134924,51.05226855,C,20,17,0.22876265
-68.01349213,51.0525196,C,18,15,0.167637949
-68.01349205,51.05327066,F,14,17,0.112093699
-68.013492,51.053512,C,26,14,0.330631552
-68.01349196,51.05034775,C,20,14,0.195639972
-68.01349185,51.05273661,C,20,14,0.195639972
-68.01349167,51.05408708,C,18,18,0.193804544
-68.01349067,51.05003257,C,16,16,0.13951861
-68.01349029,51.05115207,C,18,16,0.176578241
-68.0134897,51.05142138,F,14,17,0.112093699
-68.01348926,51.05034208,C,26,17,0.386608879
-68.01348877,51.05100697,C,16,15,0.132454676
-68.01348757,51.0504727,C,16,14,0.125209582
-68.01348704,51.05106318,F,26,17,0.386608879
-68.01348581,51.05241892,C,16,16,0.13951861
-68.01348563,51.05382171,C,24,16,0.313916874
-68.01348554,51.05413498,C,22,15,0.250422122
-68.01348546,51.05399217,C,18,15,0.167637949
-68.01348543,51.05412246,C,20,18,0.239264869
-68.01348377,51.05393897,C,20,18,0.239264869
-68.01348376,51.05328718,F,18,18,0.193804544
-68.01348343,51.05005382,F,20,17,0.22876265
-68.01348295,51.05253991,C,20,15,0.206960431
-68.01348284,51.05385183,C,18,16,0.176578241
-68.01348283,51.05099205,C,24,17,0.329418216
-68.01348257,51.05290671,C,24,17,0.329418216
-68.01348232,51.052077,C,22,15,0.250422122
-68.01348195,51.05275644,C,16,14,0.125209582
-68.01348107,51.05126893,F,18,18,0.193804544
-68.01348099,51.05297499,C,26,18,0.404357629
-68.01348033,51.05205929,C,14,16,0.106818936
-68.01348022,51.05057949,C,14,15,0.101410611
-68.01347992,51.05417232,C,26,16,0.368416331
-68.01347839,51.04975999,C,24,15,0.298023021
-68.01347811,51.05287876,F,26,18,0.404357629
-68.0134776,51.05414735,C,14,16,0.106818936
-68.01347543,51.05391149,C,20,15,0.206960431
-68.0134752,51.05170919,F,20,17,0.22876265
-68.01347478,51.05126153,C,24,14,0.281721559
-68.01347383,51.05123779,C,26,16,0.368416331
-68.01347348,51.05226989,C,20,17,0.22876265
-68.01347338,51.05181101,C,24,16,0.313916874
-68.0134732,51.05393496,C,26,16,0.368416331
-68.01347206,51.05045875,C,26,14,0.330631552
-68.01347164,51.05111567,C,24,17,0.329418216
-68.01347149,51.05063161,C,20,16,0.217997829
-68.01347137,51.05122053,C,16,17,0.146408096
-68.01347131,51.05390426,C,18,14,0.158468377
-68.01347077,51.05068508,C,16,15,0.132454676
-68.01347001,51.05179429,C,18,18,0.193804544
-68.01346967,51.05061086,C,18,16,0.176578241
-68.01346934,51.05014137,F,20,18,0.239264869
-68.01346924,51.05229756,F,18,14,0.158468377
-68.01346921,51.0507164,C,22,14,0.236724366
-68.01346884,51.0539209,C,26,16,0.368416331
-68.01346878,51.05084044,C,24,16,0.313916874
-68.01346787,51.05192321,C,14,18,0.117239786
-68.01346709,51.05154121,C,22,18,0.289510491
-68.01346694,51.0529266,C,16,17,0.146408096
-68.01346591,51.05005631,C,14,15,0.101410611
-68.0134652,51.05341322,C,20,17,0.22876265
-68.01346483,51.05352183,F,20,18,0.239264869
-68.01346431,51.0520683,C,14,18,0.117239786
-68.01346428,51.05156124,F,18,17,0.185297747
-68.01346405,51.05342957,C,18,16,0.176578241
-68.01346368,51.05392321,C,22,16,0.263777373
-68.01346351,51.05142958,C,18,14,0.158468377
-68.01346286,51.0523047,C,26,18,0.404357629
-68.01346271,51.0527694,C,14,18,0.117239786
-68.01346251,51.0535589,C,16,17,0.146408096
-68.01346249,51.05404231,C,24,18,0.344541411
-68.01346222,51.05170187,C,24,18,0.344541411
-68.01346012,51.05073998,C,16,17,0.146408096
-68.01345997,51.0516836,C,26,16,0.368416331
-68.01345882,51.05351363,C,26,16,0.368416331
-68.01345859,51.05300702,C,14,18,0.117239786
-68.01345807,51.0521921,C,16,15,0.132454676
-68.01345792,51.05055664,C,20,17,0.22876265
-68.01345579,51.05082891,C,24,14,0.281721559
-68.01345511,51.05355081,F,20,18,0.239264869
-68.01345482,51.05345483,C,24,16,0.313916874
-68.01345479,51.05036462,C,26,18,0.404357629
-68.01345421,51.05294532,F,16,15,0.132454676
-68.01345402,51.0534864,C,26,14,0.330631552
-68.01345364,51.05314392,C,26,14,0.330631552
-68.01345347,51.05009147,C,14,15,0.101410611
-68.01345303,51.05237636,C,16,17,0.146408096
-68.01345217,51.05368293,C,24,14,0.281721559
-68.01345158,51.05097449,C,20,14,0.195639972
-68.0134507,51.05181374,C,16,14,0.125209582
-68.01345039,51.0527751,C,24,18,0.344541411
-68.01345024,51.05086233,C,14,17,0.112093699
-68.01345002,51.05114142,C,24,16,0.313916874
-68.01344956,51.05338681,C,16,15,0.132454676
-68.01344931,51.0532561,C,14,16,0.106818936
-68.01344894,51.05330535,C,24,14,0.281721559
-68.0134482,51.05137161,C,14,18,0.117239786
-68.01344714,51.05379294,C,16,14,0.125209582
-68.01344711,51.05017406,F,26,18,0.404357629
-68.01344683,51.05294911,C,16,18,0.153129516
-68.01344561,51.05070358,C,22,15,0.250422122
-68.01344335,51.05357019,F,22,15,0.250422122
-68.01344222,51.05093495,C,20,14,0.195639972
-68.01344191,51.05011563,C,16,17,0.146408096
-68.01344082,51.05318467,F,20,15,0.206960431
-68.01343992,51.05398341,C,18,18,0.193804544
-68.01343935,51.05335711,F,24,18,0.344541411
-68.01343935,51.0499237,C,20,18,0.239264869
-68.01343795,51.05240928,C,24,17,0.329418216
-68.01343791,51.05386097,C,20,16,0.217997829
-68.0134379,51.05049869,C,22,15,0.250422122
-68.01343757,51.05369002,C,14,18,0.117239786
-68.01343739,51.05191104,C,22,16,0.263777373
-68.01343694,51.0521317,C,22,18,0.289510491
-68.01343664,51.05122473,C,18,18,0.193804544
-68.0134366,51.05126741,C,26,15,0.349763129
-68.01343618,51.05205834,F,14,18,0.117239786
-68.01343523,51.05350494,C,18,18,0.193804544
-68.01343513,51.05263893,C,16,14,0.125209582
-68.0134347,51.05090691,C,26,17,0.386608879
-68.01343456,51.05350295,C,26,15,0.349763129
-68.01343387,51.05117312,C,26,17,0.386608879
-68.01343256,51.05058439,F,22,15,0.250422122
-68.0134321,51.0537521,F,16,15,0.132454676
-68.01343201,51.0538561,C,20,17,0.22876265
-68.01343158,51.05283813,F,26,14,0.330631552
-68.01343132,51.05079761,C,22,16,0.263777373
-68.0134312,51.05115129,C,24,17,0.329418216
-68.01343064,51.05213147,C,14,17,0.112093699
-68.0134296,51.05134851,F,18,16,0.176578241
-68.01342959,51.05217942,C,16,17,0.146408096
-68.01342847,51.05136803,C,14,14,0.095863586
-68.01342845,51.05047428,C,26,16,0.368416331
-68.01342702,51.05143203,C,14,17,0.112093699
-68.01342634,51.05333786,C,16,16,0.13951861
-68.01342569,51.05076025,C,20,17,0.22876265
-68.01342538,51.05346012,F,22,16,0.263777373
-68.01342241,51.05223559,C,16,15,0.132454676
-68.01341939,51.05182706,F,14,15,0.101410611
-68.01341937,51.05300316,C,22,16,0.263777373
-68.01341921,51.05269914,C,18,17,0.185297747
-68.01341882,51.05062336,C,24,14,0.281721559
-68.01341847,51.0524464,C,22,17,0.276802807
-68.01341817,51.05254113,C,18,15,0.167637949
-68.0134178,51.05122207,C,22,15,0.250422122
-68.01341705,51.05175518,C,18,14,0.158468377
-68.01341686,51.05293807,F,24,16,0.313916874
-68.01341492,51.05417157,C,14,16,0.106818936
-68.01341486,51.05262577,C,24,16,0.313916874
-68.01341441,51.05278001,C,22,17,0.276802807
-68.01341407,51.05316007,C,24,15,0.298023021
-68.01341397,51.05150862,C,20,16,0.217997829
-68.01341268,51.05226847,F,24,18,0.344541411
-68.01341209,51.05299427,C,20,16,0.217997829
-68.01341165,51.05328652,C,20,15,0.206960431
-68.01341141,51.05279549,C,14,18,0.117239786
-68.01341132,51.05115263,C,20,15,0.206960431
-68.01341123,51.05024058,C,14,16,0.106818936
-68.01341085,51.05390714,F,16,16,0.13951861
-68.01341033,51.05078644,C,18,18,0.193804544
-68.01341028,51.05119636,F,24,18,0.344541411
-68.01341023,51.05316085,C,16,15,0.132454676
-68.01341016,51.05148215,C,26,17,0.386608879
-68.01341015,51.05042476,C,16,17,0.146408096
-68.01340881,51.05137494,C,14,18,0.117239786
-68.01340877,51.05127577,F,20,16,0.217997829
-68.01340819,51.05115951,F,26,16,0.368416331
-68.01340754,51.04996535,C,26,15,0.349763129
-68.01340725,51.05196683,C,14,16,0.106818936
-68.01340442,51.05264507,C,22,15,0.250422122
-68.01340367,51.05335001,F,22,14,0.236724366
-68.01340338,51.05085098,C,16,16,0.13951861
-68.01340335,51.05379584,C,26,15,0.349763129
-68.0134027,51.05362556,C,22,17,0.276802807
-68.01340184,51.05193048,C,22,15,0.250422122
-68.01339931,51.0503932,C,14,15,0.101410611
-68.01339929,51.05098997,C,24,17,0.329418216
-68.01339926,51.05376967,C,26,15,0.349763129
-68.01339898,51.05233669,F,22,15,0.250422122
-68.01339789,51.05146773,C,26,15,0.349763129
-68.01339682,51.05237775,C,16,17,0.146408096
-68.01339646,51.05103835,C,16,14,0.125209582
-68.0133961,51.05160516,C,26,14,0.330631552
-68.0133954,51.05308749,C,18,16,0.176578241
-68.01339524,51.05240695,F,24,16,0.313916874
-68.01339502,51.05323022,C,18,18,0.193804544
-68.01339406,51.05155081,C,14,15,0.101410611
-68.01339365,51.05373102,F,20,17,0.22876265
-68.01339364,51.05106963,F,26,18,0.404357629
-68.01339362,51.04990636,C,22,15,0.250422122
-68.01339328,51.05320483,C,22,16,0.263777373
-68.01339255,51.04977379,F,16,18,0.153129516
-68.0133924,51.05066181,C,16,14,0.125209582
-68.0133923,51.05009705,F,14,15,0.101410611
-68.01339154,51.05292692,C,18,16,0.176578241
-68.01339072,51.05313687,F,26,15,0.349763129
-68.01339034,51.05189535,C,22,16,0.263777373
-68.01338998,51.05037263,C,16,15,0.132454676
-68.01338962,51.05118167,C,26,18,0.404357629
-68.01338946,51.05003567,C,22,18,0.289510491
-68.01338929,51.05288869,C,16,14,0.125209582
-68.01338911,51.05249605,C,14,16,0.106818936
-68.01338812,51.05101308,C,20,15,0.206960431
-68.0133871,51.05198412,F,26,15,0.349763129
-68.01338636,51.05018979,C,18,18,0.193804544
-68.01338628,51.05327451,C,26,15,0.349763129
-68.01338593,51.05046849,C,18,17,0.185297747
-68.01338573,51.05007236,C,16,17,0.146408096
-68.01338538,51.05116952,F,24,15,0.298023021
-68.01338505,51.05333377,C,14,17,0.112093699
-68.01338402,51.05116049,C,20,17,0.22876265
-68.01338259,51.05254591,C,26,14,0.330631552
-68.01338256,51.05298529,F,16,14,0.125209582
-68.01338229,51.05233442,F,24,17,0.329418216
-68.01338131,51.05270074,C,14,15,0.101410611
-68.01338027,51.05206073,C,24,14,0.281721559
-68.01337936,51.05165791,C,14,16,0.106818936
-68.01337898,51.05175806,F,22,18,0.289510491
-68.01337863,51.04986714,C,24,17,0.329418216
-68.01337852,51.05399277,C,16,14,0.125209582
-68.01337798,51.05354411,F,22,16,0.263777373
-68.01337743,51.05198734,C,18,14,0.158468377
-68.01337668,51.05241138,F,26,15,0.349763129
-68.01337626,51.05094443,C,18,17,0.185297747
-68.01337576,51.04977877,C,16,14,0.125209582
-68.0133754,51.05029429,C,20,14,0.195639972
-68.01337459,51.05071404,C,26,18,0.404357629
-68.01337458,51.05341018,C,18,17,0.185297747
-68.01337457,51.05412752,C,18,17,0.185297747
-68.01337424,51.051365,C,14,14,0.095863586
-68.0133737,51.05359698,F,22,16,0.263777373
-68.01337346,51.0500254,F,20,17,0.22876265
-68.01337302,51.0502504,C,14,16,0.106818936
-68.01337301,51.05069672,F,14,16,0.106818936
-68.01337264,51.04977997,C,26,16,0.368416331
-68.0133725,51.05217802,C,20,18,0.239264869
-68.01337118,51.05061602,C,26,18,0.404357629
-68.01337099,51.05335361,C,20,17,0.22876265
-68.01337085,51.05282014,C,20,15,0.206960431
-68.01337057,51.05358656,C,20,17,0.22876265
-68.0133698,51.05290871,C,20,17,0.22876265
-68.01336968,51.05403159,C,20,15,0.206960431
-68.01336892,51.05344805,F,16,14,0.125209582
-68.01336851,51.05170665,C,18,17,0.185297747
-68.0133685,51.05210292,F,18,18,0.193804544
-68.01336847,51.05155778,C,24,17,0.329418216
-68.0133681,51.04974349,F,20,14,0.195639972
-68.0133674,51.05329982,F,14,18,0.117239786
-68.01336691,51.05103895,C,16,18,0.153129516
-68.01336672,51.05278018,C,26,15,0.349763129
-68.01336652,51.05205193,C,16,14,0.125209582
-68.01336638,51.05418126,C,22,18,0.289510491
-68.01336633,51.05206205,F,26,18,0.404357629
-68.01336623,51.05319236,F,20,18,0.239264869
-68.01336612,51.05115264,C,16,14,0.125209582
-68.01336597,51.05024279,C,24,18,0.344541411
-68.01336534,51.05002427,C,16,14,0.125209582
-68.01336529,51.05196055,F,20,16,0.217997829
-68.01336462,51.05245034,C,16,17,0.146408096
-68.01336393,51.05184939,C,26,18,0.404357629
-68.01336311,51.05243131,C,22,14,0.236724366
-68.01336309,51.05220818,C,26,14,0.330631552
-68.01336291,51.05183926,C,16,18,0.153129516
-68.01336027,51.05109694,F,18,18,0.193804544
-68.01335874,51.0509239,C,14,18,0.117239786
-68.01335859,51.05028324,C,16,16,0.13951861
-68.01335823,51.05414287,C,20,16,0.217997829
-68.01335766,51.05040852,C,22,17,0.276802807
-68.01335716,51.05382447,C,26,18,0.404357629
-68.01335649,51.05081205,C,22,15,0.250422122
-68.01335646,51.05127365,C,22,14,0.236724366
-68.0133563,51.05392447,C,22,14,0.236724366
-68.01335595,51.05190903,C,18,16,0.176578241
-68.01335592,51.05026542,C,16,18,0.153129516
-68.01335559,51.04993529,C,26,17,0.386608879
-68.01335527,51.05372359,F,20,15,0.206960431
-68.01335458,51.05322019,C,24,17,0.329418216
-68.01335388,51.05014897,C,22,18,0.289510491
-68.01335259,51.05062691,C,16,14,0.125209582
-68.01335211,51.05066464,F,16,18,0.153129516
-68.0133518,51.05416516,F,14,18,0.117239786
-68.01335178,51.04993569,C,26,16,0.368416331
-68.01335165,51.0515527,C,24,15,0.298023021
-68.01335165,51.0519635,F,22,16,0.263777373
-68.01335094,51.05403328,C,18,15,0.167637949
-68.01335079,51.0521745,C,20,15,0.206960431
-68.0133506,51.05069151,C,20,17,0.22876265
-68.01335044,51.0497366,C,24,18,0.344541411
-68.01335009,51.05065437,C,18,14,0.158468377
-68.01334933,51.05382985,C,14,16,0.106818936
-68.01334897,51.05352632,C,24,17,0.329418216
-68.01334853,51.05058446,C,16,16,0.13951861
-68.01334767,51.05132974,C,22,18,0.289510491
-68.01334759,51.05002778,C,26,17,0.386608879
-68.01334739,51.05099696,C,22,15,0.250422122
-68.01334656,51.05192893,F,22,14,0.236724366
-68.01334644,51.05313452,C,16,18,0.153129516
-68.01334634,51.05114779,C,20,14,0.195639972
-68.01334575,51.05298643,F,24,15,0.298023021
-68.01334541,51.05308649,C,14,15,0.101410611
-68.01334529,51.05024823,C,24,14,0.281721559
-68.01334424,51.05244762,C,26,17,0.386608879
-68.0133442,51.05122497,C,16,17,0.146408096
-68.01334407,51.05417508,F,16,18,0.153129516
-68.013344,51.05105136,C,22,18,0.289510491
-68.01334389,51.05131456,C,20,14,0.195639972
-68.01334216,51.0538942,F,14,16,0.106818936
-68.01334176,51.05180976,C,22,15,0.250422122
-68.01334164,51.05307059,C,24,17,0.329418216
-68.01334149,51.05175627,C,24,16,0.313916874
-68.01334137,51.05153991,C,24,17,0.329418216
-68.01334119,51.05034754,C,20,16,0.217997829
-68.01334099,51.04977336,C,18,16,0.176578241
-68.01334005,51.05288491,C,14,18,0.117239786
-68.01334,51.05393939,C,22,17,0.276802807
-68.01333999,51.05148363,C,26,15,0.349763129
-68.01333986,51.05034689,C,14,18,0.117239786
-68.01333984,51.05084352,C,14,16,0.106818936
-68.01333979,51.05115636,F,26,18,0.404357629
-68.01333912,51.05205403,C,14,15,0.101410611
-68.01333758,51.05336961,C,24,18,0.344541411
-68.01333754,51.05265068,C,26,15,0.349763129
-68.01333742,51.05183211,C,18,17,0.185297747
-68.01333717,51.05307707,C,18,15,0.167637949
-68.01333661,51.05307624,C,24,14,0.281721559
-68.01333596,51.05076418,F,26,16,0.368416331
-68.01333588,51.05139362,C,18,18,0.193804544
-68.01333498,51.0541111,F,22,14,0.236724366
-68.01333462,51.04974949,C,22,16,0.263777373
-68.01333423,51.05312199,F,18,17,0.185297747
-68.01333337,51.05122674,C,24,16,0.313916874
-68.01333329,51.05089041,C,14,18,0.117239786
-68.01333271,51.05147605,C,16,16,0.13951861
-68.0133326,51.05313112,F,22,17,0.276802807
-68.01333219,51.05294123,C,14,17,0.112093699
-68.01333206,51.0536923,C,26,16,0.368416331
-68.01333151,51.05084836,C,18,14,0.158468377
-68.01333112,51.04997652,C,18,17,0.185297747
-68.01333088,51.05194449,C,18,15,0.167637949
-68.01333073,51.05030373,C,22,14,0.236724366
-68.01333057,51.05335033,F,14,14,0.095863586
-68.01333013,51.05310444,F,22,14,0.236724366
-68.01332879,51.05277974,C,26,15,0.349763129
-68.01332801,51.05132784,F,26,14,0.330631552
-68.01332749,51.05367955,C,24,15,0.298023021
-68.01332695,51.04992487,C,16,14,0.125209582
-68.01332655,51.05401886,F,20,18,0.239264869
-68.01332587,51.05379336,C,14,18,0.117239786
-68.01332532,51.05126522,C,22,16,0.263777373
-68.01332462,51.05231829,C,18,15,0.167637949
-68.01332437,51.05172177,C,18,17,0.185297747
-68.01332414,51.05112137,C,24,16,0.313916874
-68.01332409,51.05023461,C,26,16,0.368416331
-68.01332231,51.0514222,C,16,14,0.125209582
-68.01332109,51.05391541,C,16,17,0.146408096
-68.01332053,51.05350448,C,14,15,0.101410611
-68.01332031,51.0509702,C,20,15,0.206960431
-68.0133187,51.0520001,C,18,17,0.185297747
-68.01331815,51.05090268,C,24,15,0.298023021
-68.01331775,51.05101714,C,24,18,0.344541411
-68.01331702,51.04989239,C,24,15,0.298023021
-68.01331696,51.05298949,C,26,16,0.368416331
-68.01331633,51.05292189,C,20,17,0.22876265
-68.01331613,51.05047526,C,26,15,0.349763129
-68.0133157,51.0516692,C,16,17,0.146408096
-68.01331556,51.05161275,C,14,14,0.095863586
-68.01331537,51.05215345,C,24,17,0.329418216
-68.01331375,51.05146912,C,18,15,0.167637949
-68.01331343,51.05223485,C,14,15,0.101410611
-68.01331324,51.05235335,C,18,16,0.176578241
-68.01331255,51.05054108,C,14,18,0.117239786
-68.01331229,51.05012685,C,18,15,0.167637949
-68.01331213,51.04998444,C,16,15,0.132454676
-68.01331104,51.05166271,C,20,14,0.195639972
-68.01331077,51.05028708,C,18,17,0.185297747
-68.01330983,51.05058305,C,26,17,0.386608879
-68.01330907,51.04988959,C,20,18,0.239264869
-68.01330901,51.05233112,F,18,16,0.176578241
-68.01330853,51.05317697,F,24,16,0.313916874
-68.01330833,51.0521644,F,26,15,0.349763129
-68.0133079,51.05173537,C,20,16,0.217997829
-68.01330752,51.05307318,C,16,14,0.125209582
-68.01330716,51.05004098,C,24,14,0.281721559
-68.01330673,51.0509825,C,16,17,0.146408096
-68.01330612,51.05329258,C,22,16,0.263777373
-68.0133058,51.05272792,C,22,17,0.276802807
-68.01330371,51.0535875,C,22,16,0.263777373
-68.01330356,51.05400469,C,26,16,0.368416331
-68.0133029,51.05152418,C,14,18,0.117239786
-68.01330227,51.05357273,C,20,18,0.239264869
-68.01330076,51.05057999,C,26,17,0.386608879
-68.0133003,51.04989913,F,14,14,0.095863586
-68.01329978,51.05361563,F,16,14,0.125209582
-68.01329899,51.0503755,F,20,14,0.195639972
-68.0132986,51.05186135,C,26,17,0.386608879
-68.0132984,51.05357236,C,14,16,0.106818936
-68.01329806,51.05380674,F,24,17,0.329418216
-68.01329796,51.05038419,C,16,15,0.132454676
-68.01329768,51.05191596,C,22,14,0.236724366
-68.01329624,51.05158521,C,24,17,0.329418216
-68.01329619,51.05359352,C,18,17,0.185297747
-68.01329595,51.05177163,C,18,14,0.158468377
-68.01329531,51.05409849,F,20,14,0.195639972
-68.01329462,51.05410356,C,22,14,0.236724366
-68.01329437,51.05220258,C,16,18,0.153129516
-68.01329424,51.05415258,C,22,15,0.250422122
-68.01329413,51.05022364,F,16,17,0.146408096
-68.01329359,51.05091687,F,22,14,0.236724366
-68.01329343,51.05174397,C,26,18,0.404357629
-68.01329323,51.05197095,C,18,15,0.167637949
-68.01329318,51.05276139,C,20,15,0.206960431
-68.01329316,51.05026238,C,20,16,0.217997829
-68.0132929,51.05389651,C,14,15,0.101410611
-68.01329125,51.05311833,C,24,18,0.344541411
-68.01329079,51.05260407,C,18,18,0.193804544
-68.01329073,51.04976435,C,18,14,0.158468377
-68.01329062,51.05365897,C,22,14,0.236724366
-68.01329025,51.05297294,F,18,15,0.167637949
-68.01329017,51.0529773,C,20,17,0.22876265
-68.01328852,51.05184931,F,20,17,0.22876265
-68.0132879,51.05005704,C,18,14,0.158468377
-68.01328498,51.05064164,C,20,17,0.22876265
-68.01328488,51.0538054,F,26,15,0.349763129
-68.01328427,51.05060003,C,16,14,0.125209582
-68.01328311,51.0513634,C,16,14,0.125209582
-68.01328264,51.0513725,C,24,16,0.313916874
-68.01328248,51.05037236,C,22,16,0.263777373
-68.01328214,51.0498492,C,14,15,0.101410611
-68.01327983,51.04980843,F,16,17,0.146408096
-68.01327967,51.05110506,F,24,14,0.281721559
-68.01327959,51.0506836,C,20,14,0.195639972
-68.01327794,51.05102876,F,20,14,0.195639972
-68.01327716,51.05049887,C,24,17,0.329418216
-68.01327696,51.05149433,F,18,17,0.185297747
-68.0132751,51.05131747,F,22,14,0.236724366
-68.01327497,51.04983676,C,24,17,0.329418216
-68.01327473,51.05267394,C,24,15,0.298023021
-68.01327462,51.05409438,C,18,16,0.176578241
-68.01327405,51.05130966,C,14,18,0.117239786
-68.0132738,51.04976085,C,26,17,0.386608879
-68.01327285,51.0506236,C,26,14,0.330631552
-68.01327235,51.05061199,C,14,15,0.101410611
-68.01327231,51.05313104,F,20,14,0.195639972
-68.01327204,51.0508043,C,18,16,0.176578241
-68.01327165,51.05002766,C,18,16,0.176578241
-68.01327156,51.05103655,C,24,16,0.313916874
-68.01327096,51.05184936,C,22,17,0.276802807
-68.01327056,51.05206735,C,26,15,0.349763129
-68.01327043,51.05068593,C,18,14,0.158468377
-68.01327005,51.05174044,C,24,14,0.281721559
-68.01326976,51.05130534,C,16,17,0.146408096
-68.01326969,51.05042501,C,16,17,0.146408096
-68.0132693,51.05151673,C,16,18,0.153129516
-68.01326877,51.05141934,C,18,14,0.158468377
-68.01326848,51.0501324,C,18,14,0.158468377
-68.01326845,51.05001971,C,24,14,0.281721559
-68.01326826,51.05097402,C,14,14,0.095863586
-68.01326773,51.05354021,C,26,14,0.330631552
-68.0132675,51.05264783,C,20,15,0.206960431
-68.01326564,51.04984845,C,14,17,0.112093699
-68.01326532,51.05354103,F,22,14,0.236724366
-68.01326509,51.05089582,F,20,17,0.22876265
-68.01326478,51.04989189,C,14,15,0.101410611
-68.01326463,51.05051492,C,18,17,0.185297747
-68.01326408,51.05220417,F,14,15,0.101410611
-68.0132636,51.05369729,F,18,17,0.185297747
-68.01326345,51.05020087,C,18,15,0.167637949
-68.01326336,51.05167576,F,24,15,0.298023021
-68.01326322,51.05358594,C,26,14,0.330631552
-68.01326248,51.05023559,C,14,15,0.101410611
-68.01326033,51.05377741,C,18,14,0.158468377
-68.01325952,51.05377834,F,14,15,0.101410611
-68.01325861,51.05024061,F,14,16,0.106818936
-68.01325831,51.0502023,C,16,15,0.132454676
-68.01325802,51.05244062,C,20,18,0.239264869
-68.01325781,51.05402974,C,26,15,0.349763129
-68.0132577,51.05161349,C,16,16,0.13951861
-68.01325631,51.05151627,C,22,15,0.250422122
-68.01325594,51.05347948,C,20,17,0.22876265
-68.01325592,51.05083667,C,18,18,0.193804544
-68.0132558,51.05346263,C,14,17,0.112093699
-68.01325524,51.05380106,C,16,16,0.13951861
-68.01325521,51.05347557,C,24,18,0.344541411
-68.01325418,51.05302231,C,22,14,0.236724366
-68.01325401,51.0532581,F,20,14,0.195639972
-68.01325387,51.05295971,C,22,16,0.263777373
-68.01325354,51.05101639,C,24,17,0.329418216
-68.01325312,51.05162622,F,24,17,0.329418216
-68.01325283,51.04995402,C,20,15,0.206960431
-68.01325233,51.0537959,C,24,14,0.281721559
-68.01325222,51.05301632,C,18,15,0.167637949
-68.01325181,51.05352243,C,20,18,0.239264869
-68.01325155,51.05219688,C,24,15,0.298023021
-68.01325139,51.05099967,C,18,18,0.193804544
-68.01325131,51.05022111,F,22,14,0.236724366
-68.0132505,51.05040305,C,16,14,0.125209582
-68.01325048,51.050688,C,18,18,0.193804544
-68.01325045,51.05233387,C,24,16,0.313916874
-68.01325023,51.05261955,F,16,16,0.13951861
-68.01324983,51.05251218,C,14,15,0.101410611
-68.01324975,51.05214861,C,14,15,0.101410611
-68.01324948,51.0498804,F,20,18,0.239264869
-68.01324924,51.05045579,C,26,14,0.330631552
-68.01324782,51.05210988,C,18,15,0.167637949
-68.01324769,51.05327838,F,24,18,0.344541411
-68.01324742,51.05001622,F,20,17,0.22876265
-68.01324709,51.05242852,C,22,14,0.236724366
-68.01324689,51.05042084,C,26,15,0.349763129
-68.01324649,51.05257465,C,14,14,0.095863586
-68.0132462,51.05349068,C,20,17,0.22876265
-68.01324547,51.05219716,F,14,14,0.095863586
-68.01324471,51.05087087,C,24,18,0.344541411
-68.01324383,51.05182641,C,22,16,0.263777373
-68.01324365,51.04973366,C,16,17,0.146408096
